"Startup_Name","Industry","Funding_Rounds","Investment_Amount__USD_","Valuation__USD_","Number_of_Investors","Country","Year_Founded","Growth_Rate____","Age","Year"
"Startup_2569","Blockchain",1,1819428971.34,6852853922.92999,33,"Singapore",2002-04-01,20.71,23,2002
"Startup_2570","E-commerce",9,2468754127.78,12227382729.2758,42,"China",2014-04-01,130.46,11,2014
"Startup_2571","Biotech",2,3413220850.59,10341932619.3544,10,"China",2021-04-01,189.31,4,2021
"Startup_2572","E-commerce",8,2208928819.21,8559129011.84439,26,"Australia",2019-04-01,10.21,6,2019
"Startup_2573","Fintech",10,2567249120.17,4455259330.91748,8,"UK",2003-04-01,183.94,22,2003
"Startup_2574","E-commerce",10,448862349.97,1374003465.44853,14,"Brazil",2009-04-01,82.59,16,2009
"Startup_2575","SaaS",3,156641158.49,338175736.827191,36,"China",2007-04-01,196.48,18,2007
"Startup_2576","Blockchain",9,217319605.72,624364883.068209,16,"China",2021-04-01,73.06,4,2021
"Startup_2577","Fintech",6,3985247122.59,17234974622.7147,2,"China",2003-04-01,58.92,22,2003
"Startup_2578","HealthTech",5,3515342664.38,17295800300.2525,48,"France",2012-04-01,182.71,13,2012
"Startup_2579","AI",6,2936139863.77,8808495199.22416,26,"India",2021-04-01,69.13,4,2021
"Startup_2580","Fintech",7,1070765151.03,4379259251.53909,11,"UK",2019-04-01,182.28,6,2019
"Startup_2581","HealthTech",2,4260840903.99,16650479597.8268,24,"India",2013-04-01,198.1,12,2013
"Startup_2582","SaaS",7,2644204031.55,7675033211.51783,32,"UK",2004-04-01,45.2,21,2004
"Startup_2583","AI",8,4712064910.35,9648661793.7255,8,"Germany",2017-04-01,197.69,8,2017
"Startup_2584","AI",1,147452134.51,550344183.484634,34,"Germany",2016-04-01,158.98,9,2016
"Startup_2585","AI",4,364716030.62,1150578335.60784,36,"Australia",2005-04-01,146.55,20,2005
"Startup_2586","EdTech",6,2455992700.12,8446427144.11806,42,"China",2004-04-01,136.29,21,2004
"Startup_2587","AI",10,4304227168.6,16111190441.2928,46,"Germany",2003-04-01,48.85,22,2003
"Startup_2588","SaaS",2,2245253904.84,6861683940.50412,31,"India",2005-04-01,130.8,20,2005
"Startup_2589","EdTech",5,3338691855.69,13176455458.4629,11,"France",2003-04-01,83.26,22,2003
"Startup_2590","Blockchain",7,3737527036.56,9619806085.92121,22,"France",2006-04-01,102.66,19,2006
"Startup_2591","SaaS",10,825259333.55,3113224774.14526,6,"Canada",2002-04-01,21.97,23,2002
"Startup_2592","AI",9,3591416085.65,8811983419.56376,29,"India",2002-04-01,28.37,23,2002
"Startup_2593","EdTech",7,2604330326.01,8219036021.00754,50,"Brazil",2015-04-01,104.09,10,2015
"Startup_2594","Blockchain",5,2685655423.25,11654215356.5948,34,"Germany",2022-04-01,110.9,3,2022
"Startup_2595","HealthTech",7,270643164.12,921281461.708706,2,"UK",2017-04-01,195.67,8,2017
"Startup_2596","AI",2,834118422.16,4145312380.78324,16,"USA",2002-04-01,33.21,23,2002
"Startup_2597","SaaS",3,717048059.33,3518721707.31075,9,"Germany",2011-04-01,171.14,14,2011
"Startup_2598","Fintech",1,2758657604.9,5713479635.67275,13,"Australia",2007-04-01,192.62,18,2007
"Startup_2599","EdTech",6,2809521072.05,8661369288.56809,49,"Australia",2023-04-01,160.36,2,2023
"Startup_2600","SaaS",8,2416922670.1,6959269041.84097,31,"Singapore",2013-04-01,113.06,12,2013
"Startup_2601","EdTech",8,3456430000.82,9735924640.49912,13,"UK",2016-04-01,95.24,9,2016
"Startup_2602","EdTech",10,4215956194.8,13157040846.3179,2,"Singapore",2019-04-01,189.56,6,2019
"Startup_2603","Biotech",5,4278281495.6,7552400504.91115,44,"USA",2000-04-01,50.52,25,2000
"Startup_2604","HealthTech",10,431140898.47,681996244.576178,47,"Brazil",2016-04-01,128.77,9,2016
"Startup_2605","HealthTech",9,1005589702.3,1886571647.6166,11,"Brazil",2023-04-01,166.3,2,2023
"Startup_2606","HealthTech",10,2501411183.53,6513945800.37298,21,"Brazil",2007-04-01,146.62,18,2007
"Startup_2607","AI",9,1270846819.53,5181796356.37777,30,"Germany",2001-04-01,91.74,24,2001
"Startup_2608","HealthTech",7,6118474.59,11964766.6233106,15,"France",2021-04-01,96.95,4,2021
"Startup_2609","Blockchain",4,1986905711.55,3941621418.04904,47,"UK",2011-04-01,142.84,14,2011
"Startup_2610","Biotech",1,3558095764.27,15900235975.4644,18,"Germany",2003-04-01,43.05,22,2003
"Startup_2611","AI",4,794767887.13,2150161252.63614,27,"Germany",2008-04-01,12.95,17,2008
"Startup_2612","Blockchain",8,2178713639.67,6785959723.68889,45,"India",2014-04-01,123.27,11,2014
"Startup_2613","Blockchain",8,378101616.25,893054406.724923,37,"Australia",2009-04-01,130.56,16,2009
"Startup_2614","HealthTech",9,865671962.71,3885910811.9941,17,"Canada",2011-04-01,144.66,14,2011
"Startup_2615","SaaS",1,2690942175.66,4271095665.76658,5,"France",2015-04-01,97.02,10,2015
"Startup_2616","E-commerce",6,3448198735.16,7670553548.95832,2,"India",2002-04-01,21.2,23,2002
"Startup_2617","Biotech",6,1216767793.35,5153759451.79953,33,"Singapore",2015-04-01,37.32,10,2015
"Startup_2618","Biotech",2,3175644747.44,9305624811.36495,28,"Singapore",2020-04-01,149.94,5,2020
"Startup_2619","EdTech",7,4699513497.05,15992202773.5781,30,"UK",2020-04-01,27.95,5,2020
"Startup_2620","Biotech",9,4099505769.92,7386328511.80124,35,"UK",2023-04-01,143.35,2,2023
"Startup_2621","AI",8,613001116.28,2393901289.88801,21,"Germany",2006-04-01,101.27,19,2006
"Startup_2622","E-commerce",8,2561681878.5,10245526837.8507,3,"China",2010-04-01,186.2,15,2010
"Startup_2623","Biotech",8,3229929273.01,11731028647.3982,50,"Australia",2014-04-01,50.94,11,2014
"Startup_2624","E-commerce",4,2065869213.38,9718889679.04703,38,"UK",2018-04-01,165.24,7,2018
"Startup_2625","Fintech",2,924313219.81,1663324154.46208,38,"China",2010-04-01,198.49,15,2010
"Startup_2626","EdTech",5,1429278703.14,3403372638.07646,7,"Singapore",2018-04-01,49.96,7,2018
"Startup_2627","HealthTech",6,3255167840.78,9454291142.83441,20,"Germany",2016-04-01,17.61,9,2016
"Startup_2628","EdTech",7,356905367.84,1556733538.50934,18,"France",2010-04-01,27.82,15,2010
"Startup_2629","HealthTech",6,136226433.98,632221984.723129,18,"India",2018-04-01,39.93,7,2018
"Startup_2630","EdTech",1,4375908974.15,12915548708.7449,13,"Singapore",2016-04-01,77.19,9,2016
"Startup_2631","Blockchain",1,824803757.86,3384618079.70074,4,"Singapore",2013-04-01,150.4,12,2013
"Startup_2632","Blockchain",1,3544248602.2,16018503190.0267,18,"France",2018-04-01,184.83,7,2018
"Startup_2633","Blockchain",8,3114251836.99,14703520195.9824,21,"Brazil",2001-04-01,146.53,24,2001
"Startup_2634","Fintech",9,3504551387.36,15784034006.8269,17,"Germany",2018-04-01,102.62,7,2018
"Startup_2635","Blockchain",8,3267733901.66,5821189175.11046,34,"China",2021-04-01,108.77,4,2021
"Startup_2636","SaaS",4,4699069889.64,16703488558.8127,40,"India",2018-04-01,55.59,7,2018
"Startup_2637","Fintech",2,957337375.8,3604631083.65688,4,"USA",2004-04-01,128.24,21,2004
"Startup_2638","Fintech",6,78909039.03,148571763.120618,35,"Singapore",2016-04-01,113.49,9,2016
"Startup_2639","Fintech",5,2165657411.2,5349750291.97154,17,"Germany",2011-04-01,56.47,14,2011
"Startup_2640","AI",6,4048647597.58,16949550255.2491,45,"Singapore",2018-04-01,157.9,7,2018
"Startup_2641","Blockchain",10,77914554.33,153670782.253411,50,"UK",2005-04-01,194.15,20,2005
"Startup_2642","Blockchain",1,4308533150.91,16512695367.0852,49,"China",2013-04-01,50.18,12,2013
"Startup_2643","SaaS",10,4355238916.27,11748696740.1055,16,"France",2008-04-01,32.2,17,2008
"Startup_2644","EdTech",4,2851978675.5,12471807689.052,37,"UK",2000-04-01,43.71,25,2000
"Startup_2645","E-commerce",4,3587718687.55,5511853006.75592,19,"Australia",2007-04-01,93.32,18,2007
"Startup_2646","Biotech",4,1210610680.36,2005817765.62696,26,"Australia",2012-04-01,85.46,13,2012
"Startup_2647","Biotech",5,526941130.25,844548593.067058,39,"China",2013-04-01,131.09,12,2013
"Startup_2648","E-commerce",6,2936679733.92,5296374529.11967,5,"Brazil",2001-04-01,129.44,24,2001
"Startup_2649","Biotech",4,2025779316.39,6592028720.25867,42,"Brazil",2020-04-01,50.24,5,2020
"Startup_2650","SaaS",1,3832614020.12,16106627065.8191,24,"Brazil",2016-04-01,78.7,9,2016
"Startup_2651","E-commerce",7,4493334862.88,20523195721.6032,48,"Germany",2021-04-01,95.26,4,2021
"Startup_2652","HealthTech",2,1182104313.85,2290350561.72733,19,"Germany",2007-04-01,30.48,18,2007
"Startup_2653","EdTech",9,3313080506.11,8777077586.91022,40,"Singapore",2023-04-01,181.79,2,2023
"Startup_2654","Biotech",7,2038923732.84,5108030293.60326,23,"China",2016-04-01,174.39,9,2016
"Startup_2655","E-commerce",5,4431337776.32,11888552374.6269,6,"Australia",2012-04-01,196.08,13,2012
"Startup_2656","SaaS",2,2714033335,9735412722.03032,35,"Canada",2008-04-01,25.1,17,2008
"Startup_2657","AI",8,2490561749.78,7521078524.90322,48,"Brazil",2015-04-01,63.9,10,2015
"Startup_2658","Blockchain",5,776748700.22,2292212286.20415,21,"USA",2015-04-01,152.92,10,2015
"Startup_2659","HealthTech",9,1615326454.84,4540302860.40006,34,"Australia",2019-04-01,183.34,6,2019
"Startup_2660","SaaS",1,3585126545.09,10945043993.2739,9,"Brazil",2023-04-01,101.63,2,2023
"Startup_2661","Blockchain",7,4851551992.98,14071679554.429,42,"Australia",2014-04-01,69.86,11,2014
"Startup_2662","EdTech",8,3814810045.79,17567694597.8861,3,"Australia",2007-04-01,172.47,18,2007
"Startup_2663","SaaS",5,4513799168.37,7954901051.47814,27,"USA",2003-04-01,137.44,22,2003
"Startup_2664","Fintech",2,4897726903.35,15233558168.5495,49,"Singapore",2006-04-01,131.48,19,2006
"Startup_2665","Biotech",1,237864472.36,1076623455.96615,30,"France",2000-04-01,169.03,25,2000
"Startup_2666","EdTech",9,2167353310.25,8340251500.1552,10,"India",2010-04-01,47.97,15,2010
"Startup_2667","Blockchain",6,4400949926.06,21340427257.1233,45,"China",2022-04-01,52.55,3,2022
"Startup_2668","Blockchain",6,4327718656.23,10460231513.3467,42,"Germany",2007-04-01,185.41,18,2007
"Startup_2669","E-commerce",4,876563421.8,3694277486.7643,27,"Singapore",2020-04-01,88.56,5,2020
"Startup_2670","HealthTech",9,2824766278.37,11005619128.9566,49,"UK",2013-04-01,10.35,12,2013
"Startup_2671","EdTech",2,4480050896.16,20310927330.6619,29,"Singapore",2020-04-01,22.24,5,2020
"Startup_2672","EdTech",8,1050073661.54,3740813295.10213,24,"Brazil",2022-04-01,183.19,3,2022
"Startup_2673","EdTech",1,2429230753.84,6371034874.78349,10,"Australia",2015-04-01,141.05,10,2015
"Startup_2674","Biotech",8,603427737.95,2674345523.93141,1,"UK",2014-04-01,108.99,11,2014
"Startup_2675","Fintech",2,2956599720.86,12435619378.496,42,"USA",2020-04-01,97.66,5,2020
"Startup_2676","EdTech",4,2570179771.52,9374909963.66437,29,"India",2005-04-01,85.47,20,2005
"Startup_2677","HealthTech",10,3503453574.26,6032481308.40897,25,"UK",2021-04-01,90.78,4,2021
"Startup_2678","HealthTech",5,4094569123.87,13140070139.9075,32,"India",2022-04-01,87.19,3,2022
"Startup_2679","E-commerce",2,2191814398.17,7512436443.71648,40,"Canada",2004-04-01,17.11,21,2004
"Startup_2680","Blockchain",3,4603680241.69,15455677993.0446,5,"Australia",2014-04-01,88.03,11,2014
"Startup_2681","HealthTech",10,564772365.29,2130026379.29437,35,"Canada",2001-04-01,128.75,24,2001
"Startup_2682","Biotech",7,156348650.81,370965113.136202,39,"Australia",2016-04-01,104.8,9,2016
"Startup_2683","E-commerce",1,898012736.54,2045745414.89788,19,"Brazil",2014-04-01,132,11,2014
"Startup_2684","AI",1,216293522.3,770142016.725108,31,"Canada",2002-04-01,106.19,23,2002
"Startup_2685","AI",2,4097148579.66,11865202881.7389,30,"UK",2012-04-01,124.22,13,2012
"Startup_2686","Fintech",2,1371132010.03,6115591121.79873,21,"Australia",2012-04-01,60.64,13,2012
"Startup_2687","EdTech",10,3287039030.72,13388898861.7676,7,"Brazil",2013-04-01,77.05,12,2013
"Startup_2688","E-commerce",10,422411014.8,1284724449.68095,15,"USA",2009-04-01,11.64,16,2009
"Startup_2689","E-commerce",9,3235752088.88,8680452707.83252,36,"Singapore",2005-04-01,128.01,20,2005
"Startup_2690","AI",9,239006518.7,384536788.472864,50,"UK",2023-04-01,150.15,2,2023
"Startup_2691","AI",2,1949243114.6,6502779858.34296,37,"Brazil",2013-04-01,56.45,12,2013
"Startup_2692","SaaS",10,1082713530.92,3056291124.09158,12,"UK",2013-04-01,38.13,12,2013
"Startup_2693","SaaS",4,4614574830.81,7265477151.13187,4,"Brazil",2023-04-01,146.69,2,2023
"Startup_2694","HealthTech",3,2956746412.73,12162726867.1499,33,"Germany",2010-04-01,5.43,15,2010
"Startup_2695","HealthTech",1,2502708713.98,4333159814.09653,22,"Canada",2009-04-01,23.36,16,2009
"Startup_2696","E-commerce",3,4709247325.68,17086004567.8803,6,"Singapore",2010-04-01,92.77,15,2010
"Startup_2697","Fintech",4,4084474569.81,7700359763.51002,50,"China",2015-04-01,53.94,10,2015
"Startup_2698","Fintech",8,3478166732.7,15761662895.7621,27,"Singapore",2007-04-01,87.24,18,2007
"Startup_2699","SaaS",3,3758881579.62,15934219934.105,1,"UK",2022-04-01,59.14,3,2022
"Startup_2700","HealthTech",4,3518828277.21,5647415017.95858,2,"France",2000-04-01,120.67,25,2000
"Startup_2701","HealthTech",3,23488030.68,95254761.0730297,42,"USA",2012-04-01,20.07,13,2012
"Startup_2702","Blockchain",2,2401735473.04,11768068461.1844,15,"Canada",2010-04-01,23.25,15,2010
"Startup_2703","AI",2,643498455.3,1785493470.57069,2,"India",2007-04-01,198.72,18,2007
"Startup_2704","Blockchain",4,275914615.63,793359852.168688,32,"USA",2009-04-01,176.07,16,2009
"Startup_2705","Biotech",10,654484916.49,1141797295.79254,7,"Canada",2002-04-01,38.21,23,2002
"Startup_2706","EdTech",4,2659775354.67,12546710318.4288,41,"UK",2002-04-01,28.12,23,2002
"Startup_2707","Biotech",9,2323009020.65,5348451776.10029,8,"Singapore",2013-04-01,91.45,12,2013
"Startup_2708","Blockchain",10,626799810.21,2009169415.3835,30,"Brazil",2005-04-01,151.23,20,2005
"Startup_2709","EdTech",8,3501521171,15529740024.969,18,"Australia",2006-04-01,91.51,19,2006
"Startup_2710","SaaS",3,478600358.68,2000084681.3154,50,"India",2002-04-01,22.91,23,2002
"Startup_2711","Blockchain",4,578715363.58,1001604050.41901,22,"France",2018-04-01,86.86,7,2018
"Startup_2712","HealthTech",3,2769059909.93,4297929245.4815,12,"Canada",2006-04-01,62.58,19,2006
"Startup_2713","SaaS",2,1620999425.28,2827085665.25827,41,"India",2013-04-01,82.76,12,2013
"Startup_2714","Blockchain",2,319378955.71,1459884009.79777,40,"China",2022-04-01,171.06,3,2022
"Startup_2715","AI",2,1695729927.63,6910848650.90109,14,"France",2001-04-01,160.79,24,2001
"Startup_2716","Fintech",7,1311783717.7,6172028658.46198,41,"USA",2015-04-01,75.95,10,2015
"Startup_2717","Blockchain",9,1481913435.15,6919388479.91666,4,"France",2021-04-01,65.57,4,2021
"Startup_2718","Blockchain",1,1275426281.2,3023151377.8471,18,"France",2008-04-01,32.54,17,2008
"Startup_2719","Blockchain",5,860615822.82,1941754889.17877,2,"France",2003-04-01,163.97,22,2003
"Startup_2720","AI",1,456106057.78,737107086.391183,41,"Germany",2007-04-01,49.26,18,2007
"Startup_2721","EdTech",4,1532863104.44,2971811650.91904,12,"Singapore",2012-04-01,19.71,13,2012
"Startup_2722","HealthTech",10,2801796473.25,13657715801.0769,13,"Brazil",2016-04-01,128.6,9,2016
"Startup_2723","Blockchain",10,3391170296.67,11168062892.1391,23,"USA",2017-04-01,173.68,8,2017
"Startup_2724","AI",8,3275439751.78,13748919233.6519,31,"India",2008-04-01,120.61,17,2008
"Startup_2725","EdTech",2,2960041007.92,9312217306.13649,20,"Australia",2003-04-01,196.65,22,2003
"Startup_2726","E-commerce",2,4559096631.56,12877017057.9218,12,"Canada",2016-04-01,135.84,9,2016
"Startup_2727","E-commerce",6,4525290068.57,12809761715.8757,3,"India",2021-04-01,17.63,4,2021
"Startup_2728","SaaS",10,2583963142.98,6430207102.2498,38,"Singapore",2003-04-01,111.38,22,2003
"Startup_2729","AI",10,3959916709.78,11843278098.9426,15,"Canada",2022-04-01,103.99,3,2022
"Startup_2730","Blockchain",8,3086948031.11,6322887947.97367,11,"UK",2021-04-01,99.78,4,2021
"Startup_2731","EdTech",9,3247853685.43,10708824152.2687,49,"Australia",2022-04-01,116.06,3,2022
"Startup_2732","HealthTech",2,3020382508.4,14719531763.3337,11,"Canada",2018-04-01,161.02,7,2018
"Startup_2733","Biotech",1,1756047498.06,8099017432.62838,29,"Canada",2007-04-01,21.75,18,2007
"Startup_2734","Blockchain",2,3591630802.91,8823974654.92448,11,"India",2007-04-01,25.11,18,2007
"Startup_2735","SaaS",10,3852081113.87,13304005612.8035,8,"Canada",2003-04-01,133.6,22,2003
"Startup_2736","AI",8,3574914491.14,14854242865.473,15,"China",2016-04-01,161.63,9,2016
"Startup_2737","E-commerce",4,1616644549.92,7200546183.10287,30,"France",2005-04-01,197.05,20,2005
"Startup_2738","SaaS",1,216005596.03,681328378.386857,33,"Singapore",2020-04-01,18.71,5,2020
"Startup_2739","Blockchain",4,1319539107.18,4395300412.26686,22,"Canada",2009-04-01,58.12,16,2009
"Startup_2740","HealthTech",8,3650251683.89,9738036975.64812,25,"USA",2013-04-01,20.24,12,2013
"Startup_2741","Biotech",8,2496351244.72,10574816873.0502,32,"India",2005-04-01,187.68,20,2005
"Startup_2742","Biotech",7,2115102971.63,6155651110.47093,10,"China",2013-04-01,9.5,12,2013
"Startup_2743","E-commerce",6,3990323010.13,15716017825.8152,21,"Australia",2005-04-01,50.26,20,2005
"Startup_2744","Biotech",9,2457313691.22,11514497593.1171,37,"India",2013-04-01,8.17,12,2013
"Startup_2745","SaaS",7,889941011.58,4328766662.75584,34,"Brazil",2002-04-01,127.96,23,2002
"Startup_2746","EdTech",4,3675080754.52,14446372000.1599,7,"USA",2020-04-01,22.27,5,2020
"Startup_2747","SaaS",4,2057383108.75,4581112171.61141,16,"USA",2002-04-01,105.37,23,2002
"Startup_2748","HealthTech",4,1141657438.17,4086067676.13331,5,"India",2017-04-01,50.02,8,2017
"Startup_2749","SaaS",4,2948702670.77,5799476525.87246,42,"Germany",2018-04-01,68.46,7,2018
"Startup_2750","Fintech",6,3677654686.86,17207131536.2306,9,"India",2001-04-01,18.42,24,2001
"Startup_2751","AI",10,816803436.83,1790038905.57735,8,"Brazil",2002-04-01,69.86,23,2002
"Startup_2752","EdTech",3,4512516288.04,19946360962.854,34,"China",2011-04-01,120.79,14,2011
"Startup_2753","HealthTech",10,4700236511.33,7218720657.49162,2,"India",2014-04-01,109.4,11,2014
"Startup_2754","Biotech",5,4712137040.18,16011736789.2629,48,"China",2009-04-01,161.93,16,2009
"Startup_2755","HealthTech",4,863844396.45,4251150519.83979,5,"Germany",2021-04-01,152.83,4,2021
"Startup_2756","EdTech",7,4638337076.87,17484757429.3369,25,"UK",2016-04-01,127.35,9,2016
"Startup_2757","Biotech",3,2055016910.05,6213537350.58641,4,"Canada",2018-04-01,160.34,7,2018
"Startup_2758","Biotech",7,4421795321.93,15718256742.833,17,"China",2000-04-01,43.5,25,2000
"Startup_2759","EdTech",2,829680275.16,3214768508.79958,8,"UK",2008-04-01,54.99,17,2008
"Startup_2760","Biotech",7,2873078429.17,7475203370.80313,38,"Singapore",2015-04-01,40.71,10,2015
"Startup_2761","E-commerce",5,361653907.2,1463800502.92429,17,"China",2010-04-01,122.76,15,2010
"Startup_2762","EdTech",7,1778953067.32,2697370976.21576,33,"France",2021-04-01,112.86,4,2021
"Startup_2763","AI",1,3115260485.3,8996033446.42142,18,"India",2016-04-01,132.87,9,2016
"Startup_2764","Fintech",4,2468393435.42,6773136434.84952,19,"France",2002-04-01,37.95,23,2002
"Startup_2765","Biotech",8,1182337322.83,5728707383.40841,34,"USA",2011-04-01,102.18,14,2011
"Startup_2766","SaaS",8,2600460030.5,10170413973.9169,20,"Australia",2009-04-01,173.25,16,2009
"Startup_2767","AI",4,3402575659.73,8638419345.51769,10,"Canada",2020-04-01,191.52,5,2020
"Startup_2768","EdTech",6,1580953552.29,7823209140.46236,23,"Brazil",2011-04-01,141.96,14,2011
"Startup_2769","AI",6,1210802848.69,5403479314.1409,32,"Australia",2016-04-01,64.92,9,2016
"Startup_2770","HealthTech",3,2899534769.67,9721708045.60785,14,"France",2016-04-01,25.6,9,2016
"Startup_2771","Blockchain",10,1346586206.38,5510928179.96443,41,"USA",2000-04-01,131.74,25,2000
"Startup_2772","AI",5,3779691635.25,17201939831.9672,8,"Singapore",2010-04-01,152.86,15,2010
"Startup_2773","AI",9,796847851.55,1894601256.38413,33,"UK",2002-04-01,5.75,23,2002
"Startup_2774","EdTech",6,1480831686.78,6831441630.19285,12,"Singapore",2001-04-01,19.38,24,2001
"Startup_2775","Biotech",3,4937584407.09,21001693611.3355,34,"Singapore",2001-04-01,16.34,24,2001
"Startup_2776","SaaS",9,902136800.96,1850529333.99428,24,"Singapore",2012-04-01,88.88,13,2012
"Startup_2777","Fintech",10,1124108672.18,2160397152.34991,14,"India",2022-04-01,25.94,3,2022
"Startup_2778","SaaS",10,3423744144.86,15880568433.8735,46,"Singapore",2020-04-01,169.24,5,2020
"Startup_2779","E-commerce",4,4966477732.87,12594082857.4258,16,"Germany",2000-04-01,80.07,25,2000
"Startup_2780","AI",8,3301701396.32,15165291260.129,16,"Brazil",2010-04-01,18.63,15,2010
"Startup_2781","Biotech",4,3033693153.23,10721986004.9518,50,"Germany",2008-04-01,147,17,2008
"Startup_2782","Biotech",2,4776655233.53,22067882575.0097,12,"China",2021-04-01,14.49,4,2021
"Startup_2783","AI",3,168349947.11,689118313.589212,50,"Singapore",2007-04-01,142.44,18,2007
"Startup_2784","SaaS",7,2266990051.43,9585378297.04519,3,"India",2015-04-01,81.1,10,2015
"Startup_2785","Blockchain",4,950406374.68,1543415134.93568,42,"China",2010-04-01,13.81,15,2010
"Startup_2786","Fintech",9,4989350083.45,19759997234.4474,15,"Singapore",2000-04-01,167.46,25,2000
"Startup_2787","EdTech",6,3085542751.91,12800876577.2541,42,"Germany",2002-04-01,121.7,23,2002
"Startup_2788","Blockchain",5,311134583.01,551217260.148678,42,"Brazil",2007-04-01,149.68,18,2007
"Startup_2789","EdTech",3,3163291031.8,6032242938.60094,19,"Singapore",2013-04-01,188.32,12,2013
"Startup_2790","SaaS",7,1712740280.61,8184844783.88344,18,"Brazil",2014-04-01,194.69,11,2014
"Startup_2791","Blockchain",1,4508405610.85,11392508567.3861,13,"Singapore",2016-04-01,44.33,9,2016
"Startup_2792","SaaS",6,402285490.39,825514605.632645,5,"USA",2016-04-01,162.35,9,2016
"Startup_2793","E-commerce",6,3232653859.07,16160605545.7252,6,"India",2005-04-01,187.37,20,2005
"Startup_2794","SaaS",8,720206399.67,3291998631.22268,48,"Singapore",2020-04-01,32.57,5,2020
"Startup_2795","AI",8,3110220209.12,8138877150.40937,28,"Canada",2003-04-01,173.25,22,2003
"Startup_2796","AI",10,3045765227.41,14887342555.2114,2,"USA",2007-04-01,37.02,18,2007
"Startup_2797","Biotech",1,1008398847.43,3914420633.84555,6,"Australia",2005-04-01,62.99,20,2005
"Startup_2798","AI",8,4430731876.67,8405915510.3189,22,"France",2021-04-01,104.08,4,2021
"Startup_2799","AI",7,4192197812.75,13997717968.504,50,"Singapore",2004-04-01,179.89,21,2004
"Startup_2800","Biotech",9,1971058137.88,3909051308.00929,11,"Australia",2015-04-01,46.97,10,2015
"Startup_2801","E-commerce",9,2195726959.84,8768307485.69128,14,"France",2012-04-01,73.31,13,2012
"Startup_2802","SaaS",9,390769014.52,666478930.448437,26,"China",2013-04-01,90.79,12,2013
"Startup_2803","AI",7,2695070596.39,10719632305.8996,49,"China",2018-04-01,105.39,7,2018
"Startup_2804","Biotech",7,2911943145.11,6945017370.96611,34,"France",2010-04-01,125.57,15,2010
"Startup_2805","HealthTech",7,2305985065.26,8584224086.50636,41,"Germany",2003-04-01,192.45,22,2003
"Startup_2806","AI",2,2636378256.18,8786211590.87438,3,"Singapore",2012-04-01,101.58,13,2012
"Startup_2807","E-commerce",9,1963108303.26,9560778244.98298,20,"UK",2012-04-01,154.41,13,2012
"Startup_2808","HealthTech",1,1848731926.09,6450724996.16433,41,"India",2002-04-01,172.1,23,2002
"Startup_2809","E-commerce",10,734203773.6,1617064460.23685,20,"India",2021-04-01,35.12,4,2021
"Startup_2810","HealthTech",2,1244305340.01,5382462197.35273,21,"China",2007-04-01,133.1,18,2007
"Startup_2811","Biotech",4,546725134.24,2592334339.75464,1,"Australia",2021-04-01,182.96,4,2021
"Startup_2812","Blockchain",1,2450145559.77,10830344163.9252,24,"Canada",2013-04-01,130.09,12,2013
"Startup_2813","HealthTech",1,2030384068.15,5308223917.64075,16,"Australia",2007-04-01,6.16,18,2007
"Startup_2814","Blockchain",1,74334021.53,270193029.707522,37,"Germany",2018-04-01,35.41,7,2018
"Startup_2815","Biotech",3,1110099132.33,3131135171.56148,44,"France",2021-04-01,143.98,4,2021
"Startup_2816","Fintech",1,1145548544.59,3479847120.6464,27,"USA",2005-04-01,28.78,20,2005
"Startup_2817","SaaS",3,1148128621.06,3247193751.08078,12,"Germany",2006-04-01,182.09,19,2006
"Startup_2818","HealthTech",10,1460685602.51,7074711634.3652,19,"China",2004-04-01,167.12,21,2004
"Startup_2819","AI",10,488308381.99,1335250403.1807,49,"Brazil",2022-04-01,168.2,3,2022
"Startup_2820","SaaS",1,3346349335.06,14194718219.997,42,"Germany",2021-04-01,44.52,4,2021
"Startup_2821","HealthTech",5,95220819.65,322999709.067627,49,"China",2009-04-01,80.58,16,2009
"Startup_2822","Fintech",8,1138983795.33,1825477251.00604,21,"Germany",2004-04-01,132.67,21,2004
"Startup_2823","Blockchain",8,2945271188.44,12670799036.2259,2,"Canada",2009-04-01,16.73,16,2009
"Startup_2824","SaaS",5,1259732036.54,3353054494.217,43,"Singapore",2015-04-01,166.33,10,2015
"Startup_2825","AI",8,1222141461.87,5582923121.25034,6,"USA",2023-04-01,125.1,2,2023
"Startup_2826","Fintech",3,3229497913.48,10766814230.9247,5,"China",2014-04-01,182.57,11,2014
"Startup_2827","Biotech",8,4233621899.6,10116233755.9447,19,"Germany",2010-04-01,88.09,15,2010
"Startup_2828","Biotech",10,2461134610.69,8407626537.4236,2,"Canada",2002-04-01,141.93,23,2002
"Startup_2829","Biotech",7,2699067021.73,8511086356.25728,18,"China",2017-04-01,179.06,8,2017
"Startup_2830","Fintech",7,331601860.09,1041711707.67463,1,"Australia",2008-04-01,5.56,17,2008
"Startup_2831","Biotech",2,205752180.79,1012341039.41624,16,"Singapore",2012-04-01,147.81,13,2012
"Startup_2832","AI",5,1784361813.79,4317806180.85621,38,"UK",2020-04-01,51.79,5,2020
"Startup_2833","Blockchain",9,3098047176.25,10400890481.7045,36,"UK",2017-04-01,108.11,8,2017
"Startup_2834","EdTech",8,999672720.27,2410365794.00675,34,"India",2001-04-01,78.93,24,2001
"Startup_2835","HealthTech",1,1775847653.61,6850854315.2365,2,"Australia",2022-04-01,68.63,3,2022
